No,Nama Prodi,Nama PT,Jenjang,LLDikti,
18017,Desain Produk,Universitas Mercu Buana,S1,3,
18018,Teknik Informatika,Universitas Mercu Buana,S1,3,
18019,Teknik Sipil,Universitas Mercu Buana,S2,3,
18020,Akuntansi,Universitas Mercu Buana,D-III,3,
18021,Desain Komunikasi Visual,Universitas Mercu Buana,S1,3,
18022,Manajemen Perusahaan,Universitas Mercu Buana,D-III,3,
18023,Akuntansi,Universitas Mercu Buana,S1,3,
18024,Teknik Elektro,Universitas Mercu Buana,S1,3,
18025,Teknik Elektro,Universitas Mercu Buana,S2,3,
18026,Ilmu Komunikasi,Universitas Mercu Buana,S2,3,
18027,Arsitektur,Universitas Mercu Buana,S1,3,
18028,Teknik Industri,Universitas Mercu Buana,S1,3,
18029,Teknik Mesin,Universitas Mercu Buana,S1,3,
18030,Teknik Mesin,Universitas Mercu Buana,S2,3,
18031,Sistem Informasi,Universitas Mercu Buana,S1,3,
18032,Ilmu Komunikasi,Universitas Mercu Buana,S1,3,
18033,Psikologi,Universitas Mercu Buana,S1,3,
18034,Teknik Sipil,Universitas Mercu Buana,S1,3,
18035,Manajemen,Universitas Mercu Buana,S3,3,
18036,Manajemen,Universitas Mercu Buana,S2,3,
18037,Pendidikan Matematika,Universitas Mercu Buana Yogyakarta,S1,5,
18038,Pendidikan Bahasa Inggris,Universitas Mercu Buana Yogyakarta,S1,5,
18039,Sistem Informasi,Universitas Mercu Buana Yogyakarta,S1,5,
18040,Teknik Informatika,Universitas Mercu Buana Yogyakarta,S1,5,
18041,Akuntansi,Universitas Mercu Buana Yogyakarta,S1,5,
18042,Manajemen,Universitas Mercu Buana Yogyakarta,S1,5,
18043,Ilmu Keolahragaan,Universitas Mercu Buana Yogyakarta,S1,5,
18044,Bimbingan Konseling,Universitas Mercu Buana Yogyakarta,S1,5,
18045,Peternakan,Universitas Mercu Buana Yogyakarta,S1,5,
18046,Informatika,Universitas Mercu Buana Yogyakarta,S1,5,
18047,Agroteknologi,Universitas Mercu Buana Yogyakarta,S1,5,
18048,Teknologi Hasil Pertanian,Universitas Mercu Buana Yogyakarta,S1,5,
18049,Psikologi,Universitas Mercu Buana Yogyakarta,S2,5,
18050,Ilmu Komunikasi,Universitas Mercu Buana Yogyakarta,S1,5,
18051,Psikologi,Universitas Mercu Buana Yogyakarta,S1,5,
18052,Ilmu Pangan,Universitas Mercu Buana Yogyakarta,S2,5,
18053,Psikologi Profesi,Universitas Mercu Buana Yogyakarta,S2,5,
18054,Ilmu Komunikasi,Universitas Merdeka Madiun,S1,7,
18055,Ilmu Hukum,Universitas Merdeka Madiun,S1,7,
18056,Manajemen Informatika,Universitas Merdeka Madiun,D-III,7,
18057,Teknik Sipil,Universitas Merdeka Madiun,S1,7,
18058,Manajemen,Universitas Merdeka Madiun,S1,7,
18059,Ilmu Administrasi Negara,Universitas Merdeka Madiun,S1,7,
18060,Teknik Mesin,Universitas Merdeka Madiun,S1,7,
18061,Agroteknologi,Universitas Merdeka Madiun,S1,7,
18062,Akuntansi,Universitas Merdeka Madiun,S1,7,
18063,Teknik Industri,Universitas Merdeka Malang,S1,7,
18064,Manajemen,Universitas Merdeka Malang,S2,7,
18065,Akuntansi,Universitas Merdeka Malang,S1,7,
18066,Teknik Mesin,Universitas Merdeka Malang,S1,7,
18067,Bahasa Inggris,Universitas Merdeka Malang,D-III,7,
18068,Ilmu Komunikasi,Universitas Merdeka Malang,S1,7,
18069,Teknik Elektro,Universitas Merdeka Malang,S1,7,
18070,Arsitektur,Universitas Merdeka Malang,S2,7,
18071,Akuntansi,Universitas Merdeka Malang,S2,7,
18072,Ekonomi Pembangunan,Universitas Merdeka Malang,S1,7,
18073,Sistem Informasi,Universitas Merdeka Malang,S1,7,
18074,Perhotelan,Universitas Merdeka Malang,D-III,7,
18075,Administrasi Publik,Universitas Merdeka Malang,S1,7,
18076,Teknik Sipil,Universitas Merdeka Malang,S1,7,
18077,Arsitektur,Universitas Merdeka Malang,S1,7,
18078,Ilmu Sosial,Universitas Merdeka Malang,S3,7,
18079,Hukum,Universitas Merdeka Malang,S1,7,
18080,Akuntansi,Universitas Merdeka Malang,D-III,7,
18081,Ilmu Ekonomi,Universitas Merdeka Malang,S3,7,
18082,Manajemen,Universitas Merdeka Malang,S1,7,
18083,Psikologi,Universitas Merdeka Malang,S1,7,
18084,Administrasi Publik,Universitas Merdeka Malang,S2,7,
18085,Perbankan Dan Keuangan,Universitas Merdeka Malang,D-III,7,
18086,Perjalanan Wisata,Universitas Merdeka Malang,D-III,7,
18087,Hukum,Universitas Merdeka Malang,S2,7,
18088,Destinasi Wisata,Universitas Merdeka Malang,D-IV,7,
18089,Sistem Informasi,Universitas Merdeka Malang,D-III,7,
18090,Ilmu Administrasi Bisnis,Universitas Merdeka Malang,S1,7,
18091,Manajemen,Universitas Merdeka Pasuruan,S1,7,
18092,Teknik Informatika,Universitas Merdeka Pasuruan,S1,7,
18093,Ilmu Hukum,Universitas Merdeka Pasuruan,S1,7,
18094,Agroteknologi,Universitas Merdeka Pasuruan,S1,7,
18095,Manajemen,Universitas Merdeka Ponorogo,S1,7,
18096,Ilmu Hukum,Universitas Merdeka Ponorogo,S1,7,
18097,Agroteknologi,Universitas Merdeka Ponorogo,S1,7,
18098,Ilmu Administrasi Negara,Universitas Merdeka Ponorogo,S1,7,
18099,Ilmu Hukum,Universitas Merdeka Surabaya,S1,7,
18100,Akuntansi,Universitas Merdeka Surabaya,S1,7,
18101,ILMU KEPERAWATAN,UNIVERSITAS MERDEKA SURABAYA,,,
18102,KEBIDANAN,UNIVERSITAS MERDEKA SURABAYA,,,
18103,Manajemen,Universitas Merdeka Surabaya,S1,7,
18104,Arsitektur,Universitas Merdeka Surabaya,S1,7,
18105,Agroteknologi,Universitas Merdeka Surabaya,S1,7,
18106,Agroteknologi,Universitas Methodist Indonesia,S1,1,
18107,Akuntansi,Universitas Methodist Indonesia,S1,1,
18108,Manajemen Informatika,Universitas Methodist Indonesia,D-III,1,
18109,Komputerisasi Akuntansi,Universitas Methodist Indonesia,D-III,1,
18110,Sastra Inggris,Universitas Methodist Indonesia,S1,1,
18111,KEDOKTERAN,UNIVERSITAS METHODIST INDONESIA,S1,1,
18112,Sistem Informasi,Universitas Methodist Indonesia,S1,1,
18113,DOKTER,UNIVERSITAS METHODIST INDONESIA,Profesi,1,
18114,Teknik Informatika,Universitas Methodist Indonesia,S1,1,
18115,Manajemen,Universitas Methodist Indonesia,S1,1,
18116,Pendidikan Teknologi Informasi,Universitas Methodist Indonesia,S1,1,
18117,Sistem Informasi,Universitas Mitra Indonesia,S1,2,
18118,KESEHATAN MASYARAKAT,UNIVERSITAS MITRA INDONESIA,,,
18119,Manajemen,Universitas Mitra Indonesia,S1,2,
18120,Akuntansi,Universitas Mitra Indonesia,S1,2,
18121,Sistem Informasi,Universitas Mitra Indonesia,D-III,2,
18122,GIZI,UNIVERSITAS MITRA INDONESIA,,,
18123,Akuntansi,Universitas Mitra Indonesia,D-III,2,
18124,Informatika,Universitas Mitra Indonesia,S1,2,
18125,Kewirausahaan,Universitas Mitra Indonesia,S1,2,
18126,Hukum,Universitas Mitra Indonesia,S1,2,
18127,PENDIDIKAN PROFESI NERS,UNIVERSITAS MITRA INDONESIA,,,
18128,KEPERAWATAN,UNIVERSITAS MITRA INDONESIA,,,
18129,Teknik Industri,Universitas Mitra Karya,S1,4,
18130,Manajemen Informatika,Universitas Mitra Karya,D-III,4,
18131,Komputerisasi Akuntansi,Universitas Mitra Karya,D-III,4,
18132,Pendidikan Kepelatihan Olahraga,Universitas Mitra Karya,S1,4,
18133,Teknik Elektro,Universitas Mitra Karya,S1,4,
18134,Teknik Informatika,Universitas Mitra Karya,S1,4,
18135,Bisnis Jasa,Universitas Mitra Karya,S1,4,
18136,Pendidikan Komputer,Universitas Mitra Karya,S1,4,
18137,Agroteknologi,Universitas Mochammad Sroedji,S1,7,
18138,Manajemen,Universitas Mochammad Sroedji,S1,7,
18139,Ekonomi Pembangunan,Universitas Mochammad Sroedji,S1,7,
18140,Ilmu Hukum,Universitas Mochammad Sroedji,S1,7,
18141,Teknik Sipil,Universitas Mochammad Sroedji,S1,7,
18142,Ilmu Administrasi Negara,Universitas Mochammad Sroedji,S1,7,
18143,Bimbingan Dan Konseling,Universitas Mochammad Sroedji,S1,7,
18144,GIZI,UNIVERSITAS MOHAMAD HUSNI THAMRIN,D-III,3,
18145,ANALIS KESEHATAN,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,D-III,3,
18146,ANALIS FARMASI DAN MAKANAN,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,D-III,3,
18147,KEPERAWATAN,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,,,
18148,GIZI,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,,,
18149,NERS,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,,,
18150,TEKNIK ELEKTROMEDIK,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,,,
18151,MANAJEMEN PELAYANAN RUMAH SAKIT,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,,,
18152,KEBIDANAN,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,,,
18153,KESEHATAN MASYARAKAT,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,,,
18154,KESEHATAN MASYARAKAT,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,,,
18155,KESEHATAN MASYARAKAT,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,,,
18156,ADMINISTRASI RUMAH SAKIT,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,,,
18157,KEPERAWATAN,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,,,
18158,Pendidikan Anak Usia Dini,Universitas Mohammad Husni Thamrin Jakarta,S1,3,
18159,Sistem Informasi,Universitas Mohammad Husni Thamrin Jakarta,S1,3,
18160,Pendidikan Guru Sekolah Dasar,Universitas Mohammad Husni Thamrin Jakarta,S1,3,
18161,Manajemen,Universitas Mohammad Husni Thamrin Jakarta,S1,3,
18162,Akuntansi,Universitas Mohammad Husni Thamrin Jakarta,S1,3,
18163,Pendidikan Bahasa Inggris,Universitas Mohammad Husni Thamrin Jakarta,S1,3,
18164,Teknik Informatika,Universitas Mohammad Husni Thamrin Jakarta,S1,3,
18165,FARMASI,UNIVERSITAS MOHAMMAD NATSIR BUKITTINGGI,,,
18166,ADMINISTRASI RUMAH SAKIT,UNIVERSITAS MOHAMMAD NATSIR BUKITTINGGI,,,
18167,ILMU GIZI,UNIVERSITAS MOHAMMAD NATSIR BUKITTINGGI,,,
18168,Administrasi Negara,Universitas Mohammad Natsir Bukittinggi,S1,10,
18169,Ilmu Hukum,Universitas Mohammad Natsir Bukittinggi,S1,10,
18170,Ilmu Komunikasi,Universitas Mpu Tantular,S1,3,
18171,Ilmu Hukum,Universitas Mpu Tantular,S1,3,
18172,Arsitektur,Universitas Mpu Tantular,S1,3,
18173,Akuntansi,Universitas Mpu Tantular,S1,3,
18174,Manajemen,Universitas Mpu Tantular,S1,3,
18175,Teknik Sipil,Universitas Mpu Tantular,S1,3,
18176,Teknik Informatika,Universitas Mpu Tantular,S1,3,
18177,Teknik Industri,Universitas Mpu Tantular,S1,3,
18178,Akuntansi,Universitas Muara Bungo,S1,10,
18179,Manajemen,Universitas Muara Bungo,S1,10,
18180,Ilmu Pemerintahan,Universitas Muara Bungo,S1,10,
18181,Peternakan,Universitas Muara Bungo,S1,10,
18182,Agribisnis,Universitas Muara Bungo,S1,10,
18183,Agroteknologi,Universitas Muara Bungo,S1,10,
18184,Sastra Inggris,Universitas Muara Bungo,S1,10,
18185,Pemanfaatan Sumber Daya Perikanan,Universitas Muara Bungo,S1,10,
18186,Teknik Sipil,Universitas Muara Bungo,S1,10,
18187,Teknik Pertambangan,Universitas Muara Bungo,S1,10,
18188,Agribisnis,Universitas Muhadi Setiabudi,S1,6,
18189,Ilmu Dan Teknologi Pangan,Universitas Muhadi Setiabudi,S1,6,
18190,FARMASI,UNIVERSITAS MUHADI SETIABUDI,,,
18191,GIZI,UNIVERSITAS MUHADI SETIABUDI,,,
18192,Teknik Sipil,Universitas Muhadi Setiabudi,S1,6,
18193,Teknik Informatika,Universitas Muhadi Setiabudi,S1,6,
18194,Manajemen,Universitas Muhadi Setiabudi Brebes,S1,6,
18195,Akuntansi,Universitas Muhadi Setiabudi Brebes,S1,6,
18196,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muhadi Setiabudi Brebes,S1,6,
18197,Pendidikan Guru Sekolah Dasar,Universitas Muhadi Setiabudi Brebes,S1,6,
18198,Pendidikan Biologi,Universitas Muhammadiyah,S1,9,
18199,Teknik Sipil,Universitas Muhammadiyah Aceh,S1,13,
18200,Ilmu Hukum,Universitas Muhammadiyah Aceh,S1,13,
18201,Manajemen,Universitas Muhammadiyah Aceh,S1,13,
18202,KESEHATAN MASYARAKAT,UNIVERSITAS MUHAMMADIYAH ACEH,S1,13,
18203,Perbankan Syariah,Universitas Muhammadiyah Aceh,S1,13,
18204,Arsitektur,Universitas Muhammadiyah Aceh,S1,13,
18205,Akuntansi,Universitas Muhammadiyah Aceh,S1,13,
18206,Pendidikan Agama Islam,Universitas Muhammadiyah Aceh,S1,13,
18207,FISIOTERAPI,UNIVERSITAS MUHAMMADIYAH ACEH,,,
18208,Tadris Bahasa Inggris,Universitas Muhammadiyah Aceh,S1,13,
18209,Tadris Biologi,Universitas Muhammadiyah Aceh,S1,13,
18210,Tadris Matematika,Universitas Muhammadiyah Aceh,S1,13,
18211,Psikologi,Universitas Muhammadiyah Aceh,S1,13,
18212,KESEHATAN MASYARAKAT,UNIVERSITAS MUHAMMADIYAH ACEH,,,
18213,Perhotelan,Universitas Muhammadiyah Aceh,D-III,13,
18214,Agribisnis,Universitas Muhammadiyah Bandung,S1,4,
18215,Teknik Industri,Universitas Muhammadiyah Bandung,S1,4,
18216,Administrasi Publik,Universitas Muhammadiyah Bandung,S1,4,
18217,Bioteknologi,Universitas Muhammadiyah Bandung,S1,4,
18218,Ilmu Komunikasi,Universitas Muhammadiyah Bandung,S1,4,
18219,Psikologi,Universitas Muhammadiyah Bandung,S1,4,
18220,Teknik Elektro,Universitas Muhammadiyah Bandung,S1,4,
18221,Teknologi Pangan,Universitas Muhammadiyah Bandung,S1,4,
18222,Teknik Informatika,Universitas Muhammadiyah Bandung,S1,4,
18223,Kriya,Universitas Muhammadiyah Bandung,S1,4,
18224,Pendidikan Matematika,Universitas Muhammadiyah Banjarmasin,S1,11,
18225,Pendidikan Bahasa Indonesia,Universitas Muhammadiyah Banjarmasin,S1,11,
18226,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Banjarmasin,S1,11,
18227,FARMASI,UNIVERSITAS MUHAMMADIYAH BANJARMASIN,,,
18228,Arsitektur,Universitas Muhammadiyah Banjarmasin,S1,11,
18229,Psikologi,Universitas Muhammadiyah Banjarmasin,S1,11,
18230,KEPERAWATAN,UNIVERSITAS MUHAMMADIYAH BANJARMASIN,,,
18231,Perencanaan Wilayah Dan Kota,Universitas Muhammadiyah Banjarmasin,S1,11,
18232,Informatika,Universitas Muhammadiyah Banjarmasin,S1,11,
18233,Teknik Sipil,Universitas Muhammadiyah Banjarmasin,S1,11,
18234,KEBIDANAN,UNIVERSITAS MUHAMMADIYAH BANJARMASIN,,,
18235,KEPERAWATAN,UNIVERSITAS MUHAMMADIYAH BANJARMASIN,,,
18236,NERS,UNIVERSITAS MUHAMMADIYAH BANJARMASIN,,,
18237,FARMASI,UNIVERSITAS MUHAMMADIYAH BANJARMASIN,,,
18238,KEPERAWATAN,UNIVERSITAS MUHAMMADIYAH BANJARMASIN,,,
18239,Sistem Informasi,Universitas Muhammadiyah Banten,S1,4,
18240,Manajemen Informatika,Universitas Muhammadiyah Banten,D-III,4,
18241,Agroteknologi,Universitas Muhammadiyah Bengkulu,S1,2,
18242,Sistem Informasi,Universitas Muhammadiyah Bengkulu,S1,2,
18243,Pendidikan Biologi,Universitas Muhammadiyah Bengkulu,S2,2,
18244,Ilmu Komunikasi,Universitas Muhammadiyah Bengkulu,S1,2,
18245,Agribisnis,Universitas Muhammadiyah Bengkulu,S1,2,
18246,Pendidikan Agama Islam,Universitas Muhammadiyah Bengkulu,S1,2,
18247,Peternakan,Universitas Muhammadiyah Bengkulu,S1,2,
18248,Pendidikan Ekonomi,Universitas Muhammadiyah Bengkulu,S1,2,
18249,Pendidikan Biologi,Universitas Muhammadiyah Bengkulu,S1,2,
18250,Manajemen,Universitas Muhammadiyah Bengkulu,S1,2,
18251,Akuntansi,Universitas Muhammadiyah Bengkulu,S1,2,
18252,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muhammadiyah Bengkulu,S1,2,
18253,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Bengkulu,S1,2,
18254,Pendidikan Pancasila Dan Kewarganegaraan,Universitas Muhammadiyah Bengkulu,S1,2,
18255,Sosiologi,Universitas Muhammadiyah Bengkulu,S1,2,
18256,Ilmu Hukum,Universitas Muhammadiyah Bengkulu,S1,2,
18257,Teknik Informatika,Universitas Muhammadiyah Bengkulu,S1,2,
18258,Komunikasi Dan Penyiaran Islam,Universitas Muhammadiyah Bengkulu,S1,2,
18259,KESEHATAN MASYARAKAT,UNIVERSITAS MUHAMMADIYAH BENGKULU,,,
18260,PROFESI NERS,UNIVERSITAS MUHAMMADIYAH BENGKULU,,,
18261,ILMU KEPERAWATAN,UNIVERSITAS MUHAMMADIYAH BENGKULU,,,
18262,Ekonomi Islam,Universitas Muhammadiyah Bengkulu,S1,2,
18263,Pendidikan Matematika,Universitas Muhammadiyah Bengkulu,S1,2,
18264,Administrasi Publik,Universitas Muhammadiyah Bengkulu,S1,2,
18265,Ekonomi Pembangunan,Universitas Muhammadiyah Berau,S1,11,
18266,Manajemen,Universitas Muhammadiyah Berau,S1,11,
18267,Akuntansi,Universitas Muhammadiyah Berau,S1,11,
18268,Teknologi Pendiidkan,Universitas Muhammadiyah Bone,S1,9,
18269,Pendidikan Bahasa Indonesia,Universitas Muhammadiyah Bone,S1,9,
18270,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Bone,S1,9,
18271,Pendidikan Matematika,Universitas Muhammadiyah Bone,S1,9,
18272,Pendidikan Biologi,Universitas Muhammadiyah Bone,S1,9,
18273,Pendidikan Ekonomi,Universitas Muhammadiyah Bone,S1,9,
18274,Pendidikan Pancasila Dan Kewarganegaraan,Universitas Muhammadiyah Bone,S1,9,
18275,Pendidikan Kepelatihan Olahraga,Universitas Muhammadiyah Bone,S1,9,
18276,Pendidikan Non Formal,Universitas Muhammadiyah Bulukumba,S1,9,
18277,Pendidikan Bahasa Indonesia,Universitas Muhammadiyah Bulukumba,S1,9,
18278,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Bulukumba,S1,9,
18279,Ilmu Aktuaria,Universitas Muhammadiyah Bulukumba,S1,9,
18280,Peternakan,Universitas Muhammadiyah Bulukumba,S1,9,
18281,Kimia,Universitas Muhammadiyah Bulukumba,S1,9,
18282,Perencanaan Wilayah Dan Kota,Universitas Muhammadiyah Bulukumba,S1,9,
18283,Ilmu Pemerintahan,Universitas Muhammadiyah Buton,S1,9,
18284,Teknik Sipil,Universitas Muhammadiyah Buton,S1,9,
18285,Ahwal Al-Syakhshiyah,Universitas Muhammadiyah Buton,S1,9,
18286,Agribisnis,Universitas Muhammadiyah Buton,S1,9,
18287,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muhammadiyah Buton,S1,9,
18288,Pendidikan Biologi,Universitas Muhammadiyah Buton,S1,9,
18289,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Buton,S1,9,
18290,Bimbingan Dan Konseling,Universitas Muhammadiyah Buton,S1,9,
18291,Akuntansi,Universitas Muhammadiyah Buton,S1,9,
18292,Pendidikan Agama Islam,Universitas Muhammadiyah Buton,S1,9,
18293,Ilmu Hukum,Universitas Muhammadiyah Buton,S1,9,
18294,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Muhammadiyah Buton,S1,9,
18295,Ilmu Komunikasi,Universitas Muhammadiyah Buton,S1,9,
18296,Pengelolaan Sumber Daya Perairan,Universitas Muhammadiyah Buton,S1,9,
18297,Manajemen,Universitas Muhammadiyah Buton,S1,9,
18298,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Cirebon,S1,4,
18299,Pendidikan Matematika,Universitas Muhammadiyah Cirebon,S1,4,
18300,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Cirebon,S1,4,
18301,Pendidikan Kimia,Universitas Muhammadiyah Cirebon,S1,4,
18302,Hubungan Masyarakat,Universitas Muhammadiyah Cirebon,D-III,4,
18303,Teknik Industri,Universitas Muhammadiyah Cirebon,S1,4,
18304,Peternakan,Universitas Muhammadiyah Cirebon,S1,4,
18305,KEPERAWATAN,UNIVERSITAS MUHAMMADIYAH CIREBON,,,
18306,NERS,UNIVERSITAS MUHAMMADIYAH CIREBON,,,
18307,Teknik Informatika,Universitas Muhammadiyah Cirebon,S1,4,
18308,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Muhammadiyah Cirebon,S1,4,
18309,Ilmu Pemerintahan,Universitas Muhammadiyah Cirebon,S1,4,
18310,Ilmu Komunikasi,Universitas Muhammadiyah Cirebon,S1,4,
18311,Akuntansi,Universitas Muhammadiyah Cirebon,S1,4,
18312,Ilmu Hukum,Universitas Muhammadiyah Cirebon,S1,4,
18313,Ilmu Quran Dan Tafsir,Universitas Muhammadiyah Cirebon,S1,4,
18314,Tasawuf Dan Psikoterapi,Universitas Muhammadiyah Cirebon,S1,4,
18315,Pendidikan Ilmu Pengetahuan Alam,Universitas Muhammadiyah Cirebon,S1,4,
18316,Manajemen,Universitas Muhammadiyah Cirebon,S1,4,
18317,Teknik Informatika,Universitas Muhammadiyah Cirebon,D-III,4,
18318,Teknik Industri,Universitas Muhammadiyah Cirebon,D-III,4,
18319,Ilmu Keolahragaan,Universitas Muhammadiyah Cirebon,S1,4,
18320,Pendidikan Non Formal,Universitas Muhammadiyah Enrekang,S1,9,
18321,Bimbingan Dan Konseling,Universitas Muhammadiyah Enrekang,S1,9,
18322,Pendidikan Matematika,Universitas Muhammadiyah Enrekang,S1,9,
18323,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Enrekang,S1,9,
18324,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Enrekang,S1,9,
18325,Biokewirausahaan,Universitas Muhammadiyah Enrekang,S1,9,
18326,Agroteknologi,Universitas Muhammadiyah Enrekang,S1,9,
18327,Teknik Sipil,Universitas Muhammadiyah Enrekang,S1,9,
18328,Sistem Informasi,Universitas Muhammadiyah Gorontalo,S1,16,
18329,Geografi,Universitas Muhammadiyah Gorontalo,S1,16,
18330,KEPERAWATAN,UNIVERSITAS MUHAMMADIYAH GORONTALO,S1,16,
18331,NERS,UNIVERSITAS MUHAMMADIYAH GORONTALO,,,
18332,BIDAN PENDIDIK,UNIVERSITAS MUHAMMADIYAH GORONTALO,,,
18333,Sastra Arab,Universitas Muhammadiyah Gorontalo,S1,16,
18334,Administrasi Publik,Universitas Muhammadiyah Gorontalo,S1,16,
18335,Budidaya Perairan,Universitas Muhammadiyah Gorontalo,S1,16,
18336,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Gorontalo,S1,16,
18337,Peternakan,Universitas Muhammadiyah Gorontalo,S1,16,
18338,Akuntansi,Universitas Muhammadiyah Gorontalo,S1,16,
18339,Ilmu Hukum,Universitas Muhammadiyah Gorontalo,S1,16,
18340,Pariwisata,Universitas Muhammadiyah Gorontalo,S1,16,
18341,Psikologi,Universitas Muhammadiyah Gorontalo,S1,16,
18342,Ekonomi Pembangunan,Universitas Muhammadiyah Gorontalo,S1,16,
18343,Teknik Informatika,Universitas Muhammadiyah Gresik,S1,7,
18344,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Gresik,S1,7,
18345,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Gresik,S1,7,
18346,Pendidikan Agama Islam,Universitas Muhammadiyah Gresik,S1,7,
18347,Agroteknologi,Universitas Muhammadiyah Gresik,S1,7,
18348,Teknik Industri,Universitas Muhammadiyah Gresik,S1,7,
18349,Kewirausahaan,Universitas Muhammadiyah Gresik,S1,7,
18350,BIDAN PENDIDIK,UNIVERSITAS MUHAMMADIYAH GRESIK,D-IV,7,
18351,KESEHATAN MASYARAKAT,UNIVERSITAS MUHAMMADIYAH GRESIK,S1,7,
18352,FISIOTERAPI,UNIVERSITAS MUHAMMADIYAH GRESIK,D-III,7,
18353,Hukum,Universitas Muhammadiyah Gresik,S1,7,
18354,Pendidikan Matematika,Universitas Muhammadiyah Gresik,S1,7,
18355,Akuntansi,Universitas Muhammadiyah Gresik,S1,7,
18356,Pendidikan Islam Anak Usia Dini,Universitas Muhammadiyah Gresik,S1,7,
18357,Manajemen,Universitas Muhammadiyah Gresik,S1,7,
18358,Psikologi,Universitas Muhammadiyah Gresik,S1,7,
18359,Teknik Elektro,Universitas Muhammadiyah Gresik,S1,7,
18360,Pendidikan Profesi Guru,Universitas Muhammadiyah Gresik,Profesi,7,
18361,FARMASI,UNIVERSITAS MUHAMMADIYAH GRESIK,,,
18362,ILMU GIZI,UNIVERSITAS MUHAMMADIYAH GRESIK,,,
18363,ILMU KEPERAWATAN,UNIVERSITAS MUHAMMADIYAH GRESIK,,,
18364,NERS,UNIVERSITAS MUHAMMADIYAH GRESIK,,,
18365,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Gresik,S2,7,
